step,sim_time_hours,day_of_year,hour,is_weekend,outdoor_temp_c,occupied,occupants,mean_air_temp_c,max_abs_pmv,mean_co2_ppm,max_co2_ppm,interval_elec_kwh,interval_hvac_kwh,interval_cool_kwh,interval_gas_kwh,cum_elec_kwh,carbon_gco2_kwh,price_usd_kwh,interval_cost_usd,interval_carbon_kg,CORE_ZN_temp,CORE_ZN_pmv,CORE_ZN_htgsp,CORE_ZN_clgsp,CORE_ZN_co2,CORE_ZN_occ,PERIMETER_ZN_1_temp,PERIMETER_ZN_1_pmv,PERIMETER_ZN_1_htgsp,PERIMETER_ZN_1_clgsp,PERIMETER_ZN_1_co2,PERIMETER_ZN_1_occ,PERIMETER_ZN_2_temp,PERIMETER_ZN_2_pmv,PERIMETER_ZN_2_htgsp,PERIMETER_ZN_2_clgsp,PERIMETER_ZN_2_co2,PERIMETER_ZN_2_occ,PERIMETER_ZN_3_temp,PERIMETER_ZN_3_pmv,PERIMETER_ZN_3_htgsp,PERIMETER_ZN_3_clgsp,PERIMETER_ZN_3_co2,PERIMETER_ZN_3_occ,PERIMETER_ZN_4_temp,PERIMETER_ZN_4_pmv,PERIMETER_ZN_4_htgsp,PERIMETER_ZN_4_clgsp,PERIMETER_ZN_4_co2,PERIMETER_ZN_4_occ
13,4346.1667,182,2.167,True,25.65,False,0.0,26.878,0.0,400.0,0.0,0.320836,0.0,0.0,0.003333,4.1709,376.5,0.08,0.025667,0.120795,26.36,0.56,15.6,27.5,400,0.0,26.75,0.647,15.6,27.5,400,0.0,27.13,0.713,15.6,27.5,400,0.0,26.86,0.678,15.6,27.5,400,0.0,27.29,0.756,15.6,27.5,400,0.0
14,4346.3333,182,2.333,True,25.7,False,0.0,26.872,0.0,400.0,0.0,0.320836,0.0,0.0,0.003333,4.4917,375.6,0.08,0.025667,0.120506,26.36,0.56,15.6,27.5,400,0.0,26.74,0.647,15.6,27.5,400,0.0,27.12,0.716,15.6,27.5,400,0.0,26.86,0.678,15.6,27.5,400,0.0,27.28,0.76,15.6,27.5,400,0.0
15,4346.5,182,2.5,True,25.75,False,0.0,26.866,0.0,400.0,0.0,0.320836,0.0,0.0,0.003333,4.8125,374.6,0.08,0.025667,0.120185,26.35,0.561,15.6,27.5,400,0.0,26.74,0.648,15.6,27.5,400,0.0,27.11,0.719,15.6,27.5,400,0.0,26.85,0.679,15.6,27.5,400,0.0,27.28,0.763,15.6,27.5,400,0.0
16,4346.6667,182,2.667,True,25.8,False,0.0,26.86,0.0,400.0,0.0,0.320836,0.0,0.0,0.003333,5.1334,373.4,0.08,0.025667,0.1198,26.35,0.562,15.6,27.5,400,0.0,26.73,0.648,15.6,27.5,400,0.0,27.11,0.723,15.6,27.5,400,0.0,26.84,0.679,15.6,27.5,400,0.0,27.27,0.766,15.6,27.5,400,0.0
17,4346.8333,182,2.833,True,25.85,False,0.0,26.854,0.0,400.0,0.0,0.320836,0.0,0.0,0.003333,5.4542,372.2,0.08,0.025667,0.119415,26.35,0.563,15.6,27.5,400,0.0,26.72,0.649,15.6,27.5,400,0.0,27.1,0.726,15.6,27.5,400,0.0,26.84,0.68,15.6,27.5,400,0.0,27.26,0.77,15.6,27.5,400,0.0
18,4347.0,182,3.0,True,25.9,False,0.0,26.848,0.0,400.0,0.0,0.320836,0.0,0.0,0.003333,5.7751,370.8,0.08,0.025667,0.118966,26.35,0.564,15.6,27.5,400,0.0,26.72,0.65,15.6,27.5,400,0.0,27.09,0.729,15.6,27.5,400,0.0,26.83,0.681,15.6,27.5,400,0.0,27.25,0.773,15.6,27.5,400,0.0
19,4347.1667,182,3.167,True,25.93,False,0.0,26.843,0.0,400.0,0.0,0.320836,0.0,0.0,0.436388,6.0959,369.4,0.08,0.025667,0.118517,26.34,0.565,15.6,27.5,400,0.0,26.71,0.651,15.6,27.5,400,0.0,27.09,0.733,15.6,27.5,400,0.0,26.83,0.683,15.6,27.5,400,0.0,27.25,0.777,15.6,27.5,400,0.0
20,4347.3333,182,3.333,True,25.97,False,0.0,26.839,0.0,400.0,0.0,0.320836,0.0,0.0,0.003333,6.4167,367.8,0.08,0.025667,0.118004,26.34,0.566,15.6,27.5,400,0.0,26.71,0.652,15.6,27.5,400,0.0,27.08,0.736,15.6,27.5,400,0.0,26.82,0.684,15.6,27.5,400,0.0,27.24,0.78,15.6,27.5,400,0.0
21,4347.5,182,3.5,True,26.0,False,0.0,26.834,0.0,400.0,0.0,0.320836,0.0,0.0,0.003333,6.7376,366.1,0.08,0.025667,0.117458,26.34,0.566,15.6,27.5,400,0.0,26.7,0.654,15.6,27.5,400,0.0,27.08,0.739,15.6,27.5,400,0.0,26.82,0.685,15.6,27.5,400,0.0,27.24,0.783,15.6,27.5,400,0.0
22,4347.6667,182,3.667,True,26.03,False,0.0,26.83,0.0,400.0,0.0,0.320836,0.0,0.0,0.003333,7.0584,364.4,0.08,0.025667,0.116913,26.34,0.566,15.6,27.5,400,0.0,26.7,0.655,15.6,27.5,400,0.0,27.07,0.741,15.6,27.5,400,0.0,26.81,0.686,15.6,27.5,400,0.0,27.23,0.786,15.6,27.5,400,0.0
23,4347.8333,182,3.833,True,26.07,False,0.0,26.826,0.0,400.0,0.0,0.320836,0.0,0.0,0.003333,7.3792,362.5,0.08,0.025667,0.116303,26.33,0.566,15.6,27.5,400,0.0,26.7,0.656,15.6,27.5,400,0.0,27.07,0.743,15.6,27.5,400,0.0,26.81,0.687,15.6,27.5,400,0.0,27.23,0.788,15.6,27.5,400,0.0
24,4348.0,182,4.0,True,26.1,False,0.0,26.822,0.0,400.0,0.0,0.320836,0.0,0.0,0.003333,7.7001,360.5,0.08,0.025667,0.115662,26.33,0.566,15.6,27.5,400,0.0,26.69,0.656,15.6,27.5,400,0.0,27.06,0.745,15.6,27.5,400,0.0,26.8,0.687,15.6,27.5,400,0.0,27.22,0.79,15.6,27.5,400,0.0
25,4348.1667,182,4.167,True,26.02,False,0.0,26.81,0.0,400.0,0.0,0.320836,0.0,0.0,0.003333,8.0209,358.5,0.08,0.025667,0.11502,26.32,0.564,15.6,27.5,400,0.0,26.68,0.655,15.6,27.5,400,0.0,27.05,0.745,15.6,27.5,400,0.0,26.79,0.686,15.6,27.5,400,0.0,27.21,0.79,15.6,27.5,400,0.0
26,4348.3333,182,4.333,True,25.93,False,0.0,26.796,0.0,400.0,0.0,0.320836,0.0,0.0,0.003333,8.3417,356.4,0.08,0.025667,0.114346,26.31,0.562,15.6,27.5,400,0.0,26.67,0.652,15.6,27.5,400,0.0,27.03,0.743,15.6,27.5,400,0.0,26.78,0.683,15.6,27.5,400,0.0,27.19,0.788,15.6,27.5,400,0.0
27,4348.5,182,4.5,True,25.85,False,0.0,26.78,0.0,400.0,0.0,0.320836,0.0,0.0,0.003333,8.6626,354.2,0.08,0.025667,0.11364,26.3,0.56,15.6,27.5,400,0.0,26.65,0.649,15.6,27.5,400,0.0,27.02,0.741,15.6,27.5,400,0.0,26.76,0.68,15.6,27.5,400,0.0,27.17,0.786,15.6,27.5,400,0.0
28,4348.6667,182,4.667,True,25.77,False,0.0,26.763,0.0,400.0,0.0,0.320836,0.0,0.0,0.003333,8.9834,351.9,0.08,0.025667,0.112902,26.29,0.557,15.6,27.5,400,0.0,26.63,0.645,15.6,27.5,400,0.0,27.0,0.739,15.6,27.5,400,0.0,26.74,0.677,15.6,27.5,400,0.0,27.15,0.783,15.6,27.5,400,0.0
29,4348.8333,182,4.833,True,25.68,False,0.0,26.746,0.0,400.0,0.0,0.320836,0.0,0.0,0.436413,9.3043,349.5,0.08,0.025667,0.112132,26.27,0.553,15.6,27.5,400,0.0,26.62,0.641,15.6,27.5,400,0.0,26.98,0.735,15.6,27.5,400,0.0,26.73,0.673,15.6,27.5,400,0.0,27.13,0.78,15.6,27.5,400,0.0
30,4349.0,182,5.0,True,25.6,False,0.0,26.727,0.0,400.0,0.0,0.320836,0.0,0.0,0.003333,9.6251,347.1,0.08,0.025667,0.111362,26.26,0.549,15.6,27.5,400,0.0,26.6,0.636,15.6,27.5,400,0.0,26.96,0.732,15.6,27.5,400,0.0,26.71,0.669,15.6,27.5,400,0.0,27.11,0.776,15.6,27.5,400,0.0
31,4349.1667,182,5.167,True,25.6,False,0.0,26.713,0.0,400.0,0.0,0.320836,0.0,0.0,0.003333,9.9459,344.6,0.08,0.025667,0.11056,26.25,0.546,15.6,27.5,400,0.0,26.58,0.633,15.6,27.5,400,0.0,26.94,0.729,15.6,27.5,400,0.0,26.69,0.665,15.6,27.5,400,0.0,27.1,0.773,15.6,27.5,400,0.0
32,4349.3333,182,5.333,True,25.6,False,0.0,26.699,0.0,400.0,0.0,0.320836,0.0,0.0,0.003333,10.2668,342.1,0.08,0.025667,0.109758,26.24,0.543,15.6,27.5,400,0.0,26.57,0.629,15.6,27.5,400,0.0,26.93,0.726,15.6,27.5,400,0.0,26.68,0.662,15.6,27.5,400,0.0,27.08,0.77,15.6,27.5,400,0.0
33,4349.5,182,5.5,True,25.6,False,0.0,26.685,0.0,400.0,0.0,0.320836,0.0,0.0,0.003333,10.5876,339.5,0.08,0.025667,0.108924,26.23,0.539,15.6,27.5,400,0.0,26.55,0.625,15.6,27.5,400,0.0,26.91,0.722,15.6,27.5,400,0.0,26.67,0.658,15.6,27.5,400,0.0,27.06,0.767,15.6,27.5,400,0.0
34,4349.6667,182,5.667,True,25.6,False,0.0,26.672,0.0,400.0,0.0,0.320836,0.0,0.0,0.003333,10.9084,336.9,0.08,0.025667,0.10809,26.22,0.536,15.6,27.5,400,0.0,26.54,0.621,15.6,27.5,400,0.0,26.9,0.719,15.6,27.5,400,0.0,26.65,0.654,15.6,27.5,400,0.0,27.05,0.763,15.6,27.5,400,0.0
35,4349.8333,182,5.833,True,25.6,False,0.0,26.692,0.0,400.0,0.0,0.320836,0.0,0.0,0.003333,11.2293,334.2,0.08,0.025667,0.107224,26.21,0.533,15.6,27.5,400,0.0,26.54,0.623,15.6,27.5,400,0.0,26.98,0.754,15.6,27.5,400,0.0,26.69,0.669,15.6,27.5,400,0.0,27.04,0.764,15.6,27.5,400,0.0
36,4350.0,182,6.0,True,25.6,False,0.0,26.717,0.0,400.0,0.0,0.320836,0.0,0.0,0.003333,11.5501,331.5,0.08,0.025667,0.106357,26.2,0.531,15.6,27.5,400,0.0,26.54,0.624,15.6,27.5,400,0.0,27.08,0.785,15.6,27.5,400,0.0,26.72,0.68,15.6,27.5,400,0.0,27.04,0.765,15.6,27.5,400,0.0
37,4350.1667,182,6.167,True,25.87,False,0.0,26.757,0.0,400.0,0.0,0.320836,0.0,0.0,0.003333,11.8709,328.8,0.08,0.025667,0.105491,26.21,0.532,15.6,27.5,400,0.0,26.56,0.629,15.6,27.5,400,0.0,27.19,0.821,15.6,27.5,400,0.0,26.77,0.695,15.6,27.5,400,0.0,27.06,0.77,15.6,27.5,400,0.0
38,4350.3333,182,6.333,True,26.13,False,0.0,26.803,0.0,400.0,0.0,0.320836,0.0,0.0,0.436398,12.1918,326.0,0.08,0.025667,0.104593,26.23,0.535,15.6,27.5,400,0.0,26.58,0.637,15.6,27.5,400,0.0,27.31,0.857,15.6,27.5,400,0.0,26.82,0.709,15.6,27.5,400,0.0,27.08,0.777,15.6,27.5,400,0.0
39,4350.5833,182,6.583,True,26.4,False,0.0,26.843,0.0,400.0,0.0,0.320836,0.0,0.0,0.003333,12.5126,321.8,0.08,0.025667,0.103245,26.24,0.539,15.6,27.5,400,0.0,26.61,0.644,15.6,27.5,400,0.0,27.41,0.89,15.6,27.5,400,0.0,26.86,0.723,15.6,27.5,400,0.0,27.1,0.784,15.6,27.5,400,0.0
40,4350.75,182,6.75,True,26.67,False,0.0,26.896,0.0,400.0,0.0,0.320836,0.0,0.0,0.003333,12.8335,319.0,0.08,0.025667,0.102347,26.26,0.544,15.6,27.5,400,0.0,26.64,0.655,15.6,27.5,400,0.0,27.54,0.931,15.6,27.5,400,0.0,26.91,0.738,15.6,27.5,400,0.0,27.12,0.793,15.6,27.5,400,0.0
41,4350.9167,182,6.917,True,26.93,False,0.0,26.953,0.0,400.0,0.0,0.320836,0.0,0.0,0.003333,13.1543,316.2,0.08,0.025667,0.101448,26.29,0.55,15.6,27.5,400,0.0,26.68,0.667,15.6,27.5,400,0.0,27.68,0.975,15.6,27.5,400,0.0,26.96,0.755,15.6,27.5,400,0.0,27.15,0.803,15.6,27.5,400,0.0
42,4351.0556,182,7.056,True,27.2,False,0.0,27.008,0.0,400.0,0.0,0.320836,0.0,0.0,0.003333,13.4751,313.8,0.08,0.025667,0.100678,26.31,0.557,15.6,27.5,400,0.0,26.72,0.68,15.6,27.5,400,0.0,27.82,1.018,15.6,27.5,400,0.0,27.01,0.77,15.6,27.5,400,0.0,27.18,0.813,15.6,27.5,400,0.0
43,4351.2222,182,7.222,True,27.48,False,0.0,27.068,0.0,400.0,0.0,0.320836,0.0,0.0,0.003333,13.796,311.0,0.08,0.025667,0.09978,26.34,0.564,15.6,28.0,400,0.0,26.76,0.694,15.6,28.0,400,0.0,27.97,1.065,15.6,28.0,400,0.0,27.06,0.785,15.6,28.0,400,0.0,27.21,0.825,15.6,28.0,400,0.0
44,4351.3889,182,7.389,True,27.77,False,0.0,27.137,0.0,400.0,0.0,0.320836,0.0,0.0,0.003333,14.1168,308.2,0.08,0.025667,0.098882,26.36,0.571,15.6,28.0,400,0.0,26.81,0.71,15.6,28.0,400,0.0,28.14,1.121,15.6,28.0,400,0.0,27.12,0.802,15.6,28.0,400,0.0,27.25,0.838,15.6,28.0,400,0.0
45,4351.5417,182,7.542,True,28.05,False,0.0,27.202,0.0,400.0,0.0,0.320836,0.0,0.0,0.003333,14.4376,305.6,0.08,0.025667,0.098048,26.39,0.578,15.6,28.0,400,0.0,26.86,0.727,15.6,28.0,400,0.0,28.31,1.174,15.6,28.0,400,0.0,27.16,0.815,15.6,28.0,400,0.0,27.29,0.851,15.6,28.0,400,0.0
46,4351.7083,182,7.708,True,28.33,False,0.0,27.278,0.0,400.0,0.0,0.337076,0.01624,0.0,0.003333,14.7747,302.8,0.08,0.026966,0.102067,26.41,0.585,15.6,28.0,400,0.0,26.92,0.744,15.6,28.0,400,0.0,28.54,1.23,15.6,28.0,400,0.0,27.2,0.826,15.6,28.0,400,0.0,27.33,0.865,15.6,28.0,400,0.0
47,4351.875,182,7.875,True,28.62,False,0.0,27.204,0.0,400.0,0.0,0.461064,0.140228,0.07527,0.003333,15.2358,300.1,0.08,0.036885,0.138365,26.43,0.593,15.6,28.0,400,0.0,26.97,0.762,15.6,28.0,400,0.0,28.01,1.153,15.6,28.0,400,0.0,27.23,0.836,15.6,28.0,400,0.0,27.37,0.879,15.6,28.0,400,0.0
48,4352.0417,182,8.042,True,28.9,False,0.0,27.232,0.0,400.0,0.0,0.444532,0.123695,0.058737,0.436418,15.6803,297.3,0.08,0.035563,0.132159,26.46,0.6,15.6,28.0,400,0.0,27.03,0.779,15.6,28.0,400,0.0,28.0,1.139,15.6,28.0,400,0.0,27.26,0.845,15.6,28.0,400,0.0,27.41,0.893,15.6,28.0,400,0.0
49,4352.2,182,8.2,True,28.98,False,0.0,27.355,0.0,400.0,0.0,0.320836,0.0,0.0,0.003333,16.0011,294.8,0.08,0.025667,0.094583,26.47,0.606,15.6,28.0,400,0.0,27.08,0.796,15.6,28.0,400,0.0,28.5,1.227,15.6,28.0,400,0.0,27.27,0.851,15.6,28.0,400,0.0,27.45,0.906,15.6,28.0,400,0.0
50,4352.3667,182,8.367,True,29.07,False,0.0,27.276,0.0,400.0,0.0,0.466792,0.145955,0.080997,0.003333,16.4679,292.1,0.08,0.037343,0.13635,26.49,0.612,15.6,28.0,400,0.0,27.13,0.812,15.6,28.0,400,0.0,28.01,1.162,15.6,28.0,400,0.0,27.28,0.855,15.6,28.0,400,0.0,27.48,0.918,15.6,28.0,400,0.0
51,4352.5333,182,8.533,True,29.15,False,0.0,27.295,0.0,400.0,0.0,0.452209,0.131373,0.066415,0.003333,16.9202,289.5,0.08,0.036177,0.130915,26.5,0.617,15.6,28.0,400,0.0,27.17,0.827,15.6,28.0,400,0.0,28.0,1.149,15.6,28.0,400,0.0,27.29,0.862,15.6,28.0,400,0.0,27.51,0.93,15.6,28.0,400,0.0
52,4352.7,182,8.7,True,29.23,False,0.0,27.317,0.0,400.0,0.0,0.450943,0.130107,0.065148,0.003333,17.3711,286.9,0.08,0.036075,0.129376,26.51,0.622,15.6,28.0,400,0.0,27.22,0.842,15.6,28.0,400,0.0,28.0,1.137,15.6,28.0,400,0.0,27.31,0.87,15.6,28.0,400,0.0,27.55,0.943,15.6,28.0,400,0.0
53,4352.8667,182,8.867,True,29.32,False,0.0,27.469,0.0,400.0,0.0,0.320836,0.0,0.0,0.003333,17.6919,284.4,0.08,0.025667,0.091246,26.52,0.627,15.6,28.0,400,0.0,27.26,0.857,15.6,28.0,400,0.0,28.65,1.235,15.6,28.0,400,0.0,27.34,0.88,15.6,28.0,400,0.0,27.58,0.955,15.6,28.0,400,0.0
54,4353.0417,182,9.042,True,29.4,False,0.0,27.365,0.0,400.0,0.0,0.467968,0.147131,0.082173,0.003333,18.1599,281.9,0.08,0.037437,0.13192,26.53,0.632,15.6,28.0,400,0.0,27.3,0.872,15.6,28.0,400,0.0,28.01,1.149,15.6,28.0,400,0.0,27.36,0.889,15.6,28.0,400,0.0,27.61,0.967,15.6,28.0,400,0.0
55,4353.2083,182,9.208,True,29.6,False,0.0,27.388,0.0,400.0,0.0,0.451625,0.130789,0.065831,0.003333,18.6115,279.5,0.08,0.03613,0.126229,26.55,0.636,15.6,28.0,400,0.0,27.35,0.886,15.6,28.0,400,0.0,28.0,1.123,15.6,28.0,400,0.0,27.39,0.899,15.6,28.0,400,0.0,27.65,0.98,15.6,28.0,400,0.0
56,4353.375,182,9.375,True,29.8,False,0.0,27.415,0.0,400.0,0.0,0.449939,0.129102,0.064144,0.003333,19.0615,277.2,0.08,0.035995,0.124723,26.56,0.641,15.6,28.0,400,0.0,27.4,0.9,15.6,28.0,400,0.0,28.0,1.109,15.6,28.0,400,0.0,27.43,0.91,15.6,28.0,400,0.0,27.69,0.992,15.6,28.0,400,0.0
57,4353.5417,182,9.542,True,30.0,False,0.0,27.577,0.0,400.0,0.0,0.320836,0.0,0.0,0.436418,19.3823,275.0,0.08,0.025667,0.08823,26.58,0.645,15.6,28.0,400,0.0,27.44,0.913,15.6,28.0,400,0.0,28.67,1.204,15.6,28.0,400,0.0,27.46,0.92,15.6,28.0,400,0.0,27.73,1.005,15.6,28.0,400,0.0
58,4353.7083,182,9.708,True,30.2,False,0.0,27.471,0.0,400.0,0.0,0.465607,0.144771,0.079813,0.003333,19.8479,272.8,0.08,0.037249,0.127018,26.6,0.648,15.6,28.0,400,0.0,27.48,0.924,15.6,28.0,400,0.0,28.01,1.118,15.6,28.0,400,0.0,27.49,0.928,15.6,28.0,400,0.0,27.77,1.015,15.6,28.0,400,0.0
59,4353.875,182,9.875,True,30.4,False,0.0,27.491,0.0,400.0,0.0,0.450727,0.12989,0.064932,0.003333,20.2986,270.8,0.08,0.036058,0.122057,26.62,0.652,15.6,28.0,400,0.0,27.52,0.933,15.6,28.0,400,0.0,28.0,1.095,15.6,28.0,400,0.0,27.52,0.935,15.6,28.0,400,0.0,27.8,1.023,15.6,28.0,400,0.0
60,4354.0417,182,10.042,True,30.6,False,0.0,27.511,0.0,400.0,0.0,0.449223,0.128386,0.063428,0.003333,20.7479,268.9,0.08,0.035938,0.120796,26.63,0.654,15.6,28.0,400,0.0,27.55,0.941,15.6,28.0,400,0.0,28.0,1.084,15.6,28.0,400,0.0,27.55,0.941,15.6,28.0,400,0.0,27.83,1.031,15.6,28.0,400,0.0
61,4354.2,182,10.2,True,30.68,False,0.0,27.66,0.0,400.0,0.0,0.320836,0.0,0.0,0.003333,21.0687,267.1,0.08,0.025667,0.085695,26.65,0.657,15.6,28.0,400,0.0,27.57,0.947,15.6,28.0,400,0.0,28.66,1.177,15.6,28.0,400,0.0,27.56,0.946,15.6,28.0,400,0.0,27.85,1.037,15.6,28.0,400,0.0
62,4354.3667,182,10.367,True,30.77,False,0.0,27.544,0.0,400.0,0.0,0.463225,0.142388,0.07743,0.003333,21.5319,265.4,0.08,0.037058,0.12294,26.66,0.659,15.6,28.0,400,0.0,27.6,0.954,15.6,28.0,400,0.0,28.01,1.086,15.6,28.0,400,0.0,27.58,0.951,15.6,28.0,400,0.0,27.88,1.043,15.6,28.0,400,0.0
63,4354.5333,182,10.533,True,30.85,False,0.0,27.557,0.0,400.0,0.0,0.445807,0.12497,0.060012,0.003333,21.9777,263.8,0.08,0.035665,0.117604,26.67,0.661,15.6,28.0,400,0.0,27.62,0.961,15.6,28.0,400,0.0,28.0,1.057,15.6,28.0,400,0.0,27.6,0.956,15.6,28.0,400,0.0,27.9,1.049,15.6,28.0,400,0.0
64,4354.7,182,10.7,True,30.93,False,0.0,27.571,0.0,400.0,0.0,0.441711,0.120875,0.055917,0.003333,22.4194,262.4,0.08,0.035337,0.115905,26.68,0.663,15.6,28.0,400,0.0,27.64,0.968,15.6,28.0,400,0.0,28.0,1.036,15.6,28.0,400,0.0,27.62,0.962,15.6,28.0,400,0.0,27.92,1.056,15.6,28.0,400,0.0
65,4354.8667,182,10.867,True,31.02,False,0.0,27.688,0.0,400.0,0.0,0.320836,0.0,0.0,0.003333,22.7403,261.0,0.08,0.025667,0.083738,26.69,0.666,15.6,28.0,400,0.0,27.66,0.975,15.6,28.0,400,0.0,28.51,1.099,15.6,28.0,400,0.0,27.64,0.967,15.6,28.0,400,0.0,27.94,1.063,15.6,28.0,400,0.0
